event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PER6501,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Puno,"San Antonio de Putina",Ananea,Ananea,-14.6811,-69.5359,1,"Diario Correo (Peru)",National,"On 23 January 2023, in Ananea (Puno), mining workers of Pampa Blanca community marched through the city as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6559,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Arequipa,Camana,"Jose Maria Quimper","Puente Fierro",-16.5852,-72.7357,1,"Diario Correo (Peru)",National,"On 23 January 2023, in Puente Fierro (Arequipa), residents blocked the South Pan-American highway at Camana bridge as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118560
PER7712,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Puno,Lampa,Vilavila,Vilavila,-15.1882,-70.6597,1,"Ombudsman of Peru",Other,"On 23 January 2023, in Vilavila (Puno), business workers at a market and residents carried out a protest amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,"crowd size=no report",1678155031
PER7718,"23 January 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,,,0,50,,604,"South America",Peru,Ica,Ica,Salas,Guadalupe,-13.986,-75.7729,1,"Ombudsman of Peru",Other,"On 23 January 2023, in Guadalupe (Salas, Ica), people set the security booth of a private company on fire in a demonstration amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,"crowd size=no report",1678155031
PER7732,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Melgar,Ayaviri,Ayaviri,-14.8864,-70.5889,1,"Ombudsman of Peru",Other,"On 23 January 2023, in Ayaviri (Puno), residents of Ayaviri, Macari, llalli, Cupi, Santa Rosa, Nunoa, and Ocuviri districts carried out a protest amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,"crowd size=no report",1678155031
PER7733,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lima,Lima,Lima,"Lima - Lima District",-12.0462,-77.0451,1,"Ombudsman of Peru",Other,"On 23 January 2023, in Lima - Lima District (Lima), people carried out a march amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,"crowd size=no report",1678155031
PER7734,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lima,Lima,"Santa Anita","Lima - Santa Anita",-12.0434,-76.9708,1,"Ombudsman of Peru",Other,"On 23 January 2023, in Lima - Santa Anita (Lima), residents of Puno gathered in front of a market in a protest amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,"crowd size=no report",1678155031
PER7730,"23 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"Ombudsman of Peru",Other,"On 23 January 2023, in Arequipa - La Joya (La Joya, Arequipa), people carried out a protest amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,"crowd size=no report",1681251228
PER6196,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"San Martin",Rioja,Awajun,"Bajo Naranjillo",-5.8163,-77.383,1,"La Republica (Peru)",National,"On 22 January 2023, in Bajo Naranjillo (San Martin), residents blocked the North Selva Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6197,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"San Martin",Moyobamba,Calzada,Calzada,-6.033,-77.0657,1,"La Republica (Peru)",National,"On 22 January 2023, in Calzada (San Martin), residents blocked the North Selva Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6199,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"Madre de Dios",Tambopata,Laberinto,"Puerto Rosario de Laberinto",-12.7174,-69.5865,1,"La Republica (Peru)",National,"On 22 January 2023, in Puerto Rosario de Laberinto (Madre de Dios), residents blocked the Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6200,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"Madre de Dios",Tahuamanu,Tahuamanu,"San Lorenzo",-11.4531,-69.322,1,"La Republica (Peru)",National,"On 22 January 2023, in San Lorenzo (Madre de Dios), residents blocked the Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6201,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"Madre de Dios",Tambopata,Tambopata,"Puerto Maldonado",-12.5933,-69.1891,1,"La Republica (Peru)",National,"On 22 January 2023, in Puerto Maldonado (Madre de Dios), residents blocked the Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6202,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"Madre de Dios",Tambopata,Inambari,Mazuko,-13.101,-70.3679,1,"La Republica (Peru)",National,"On 22 January 2023, in Mazuko (Madre de Dios), residents blocked the Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6203,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"Madre de Dios",Manu,Huepetuhe,Huepetuhe,-12.9946,-70.5272,1,"La Republica (Peru)",National,"On 22 January 2023, in Huepetuhe (Madre de Dios), residents blocked the Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6204,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Andahuaylas,Andahuaylas,Andahuaylas,-13.6564,-73.3899,1,"La Republica (Peru)",National,"On 22 January 2023, in Andahuaylas (Apurimac), residents blocked the highway to Pampachiri as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6205,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Andahuaylas,"Santa Maria De Chicmo","Santa Maria de Chicmo",-13.6578,-73.4944,1,"La Republica (Peru)",National,"On 22 January 2023, in Santa Maria de Chicmo (Apurimac), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6206,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Andahuaylas,Talavera,Talavera,-13.6552,-73.4291,1,"La Republica (Peru)",National,"On 22 January 2023, in Talavera (Apurimac), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6207,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Andahuaylas,"San Jeronimo","San Jeronimo",-13.6522,-73.3658,1,"La Republica (Peru)",National,"On 22 January 2023, in San Jeronimo (Apurimac), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6208,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Andahuaylas,Kishuara,Kishuara,-13.6916,-73.1188,1,"La Republica (Peru)",National,"On 22 January 2023, in Kishuara (Apurimac), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6209,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Andahuaylas,Huancarama,Huancarama,-13.6446,-73.0862,1,"La Republica (Peru)",National,"On 22 January 2023, in Huancarama (Apurimac), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6210,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Aymaraes,Cotaruse,Cotaruse,-14.4157,-73.2047,1,"La Republica (Peru)",National,"On 22 January 2023, in Cotaruse (Apurimac), residents blocked Nasca - Puquio - Abancay highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6211,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Apurimac,Aymaraes,Chalhuanca,Chalhuanca,-14.2952,-73.244,1,"La Republica (Peru)",National,"On 22 January 2023, in Chalhuanca (Apurimac), residents blocked Nasca - Puquio - Abancay highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6212,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Arequipa,Islay,"Dean Valdivia","La Curva",-17.1467,-71.8217,1,"La Republica (Peru)",National,"On 22 January 2023, in La Curva (Arequipa), residents blocked Camana - Mollendo - Punta de Bombon highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6213,"22 January 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,"Police Forces of Peru (2022-)",,1,15,,604,"South America",Peru,Arequipa,Castilla,Aplao,"La Joya",-16.0479,-72.484,1,"Diario Correo (Peru); La Republica (Peru)",National,"On 22 January 2023, in La Joya (Arequipa), residents blocked the highway to Matarani as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations. At least 200 demonstrators threw rocks and burned down the police station in La Joya after a demonstrator was arrested. A police officer was taken as hostage, and 22 demonstrators and officers were injured. Six demonstrators were injured by gun shots.",0,"crowd size=at least 200",1675118559
PER6214,"22 January 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,"Police Forces of Peru (2022-)",,1,15,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"Diario Correo (Peru); La Republica (Peru)",National,"On 22 January 2023, in Arequipa (Arequipa), residents blocked Reparticion - Arequipa - Santa Lucia - Juliaca highway in Cerro Colorado district as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations. At least 200 demonstrations attempted to take control of Alfredo Rodriguez Ballon airport, and burned landing lights and the air terminal cabin. Police officers successfully dispersed them.",0,"crowd size=at least 200",1675118559
PER6215,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Yura,Yura,-16.253,-71.6813,1,"La Republica (Peru)",National,"On 22 January 2023, in Yura (Arequipa), residents blocked Reparticion - Arequipa - Santa Lucia - Juliaca highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6216,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Ayacucho,Lucanas,Puquio,Puquio,-14.7,-74.1333,1,"La Republica (Peru)",National,"On 22 January 2023, in Puquio (Ayacucho), residents blocked Nasca - Puquio - Abancay highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6217,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Ayacucho,Huamanga,Ocros,Ocros,-13.3914,-73.9156,1,"La Republica (Peru)",National,"On 22 January 2023, in Ocros (Ayacucho), residents blocked the South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6218,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Huanuco,Pachitea,Panao,Panao,-9.8974,-75.9943,1,"La Republica (Peru)",National,"On 22 January 2023, in Panao (Huanuco), residents blocked Huanuco - Panao - Codo de Pozuzo highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6219,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Huanuco,Huanuco,Churubamba,Churubamba,-9.8256,-76.1336,1,"La Republica (Peru)",National,"On 22 January 2023, in Churubamba (Huanuco), residents blocked Huanuco - Tingo Maria - Churubamba highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6220,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Quispicanchi,Camanti,Quincemil,-13.229,-70.7557,1,"La Republica (Peru)",National,"On 22 January 2023, in Quincemil (Cusco), residents blocked Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6221,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Quispicanchi,Marcapata,Marcapata,-13.5916,-70.9749,1,"La Republica (Peru)",National,"On 22 January 2023, in Marcapata (Cusco), residents blocked Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6222,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Espinar,Espinar,Yauri,-14.793,-71.4128,1,"La Republica (Peru)",National,"On 22 January 2023, in Yauri (Cusco), residents blocked the Chalhuahuacho - Espinar - Ayaviri highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6223,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,"La Convencion","Santa Ana",Quillabamba,-12.8633,-72.6931,1,"La Republica (Peru)",National,"On 22 January 2023, in Quillabamba (Cusco), residents blocked the Quinua - Quillabamba - Cusco highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6224,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Anta,Anta,Anta,-13.4706,-72.1483,1,"La Republica (Peru)",National,"On 22 January 2023, in Anta (Cusco), residents blocked the highway to Chinchaipujio as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6225,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Canchis,Checacupe,Checacupe,-14.0256,-71.4533,1,"La Republica (Peru)",National,"On 22 January 2023, in Checacupe (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6226,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Canchis,Combapata,Combapata,-14.1017,-71.4296,1,"La Republica (Peru)",National,"On 22 January 2023, in Combapata (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6227,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Canchis,Tinta,Tinta,-14.1456,-71.4072,1,"La Republica (Peru)",National,"On 22 January 2023, in Tinta (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6228,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Quispicanchi,Urcos,Urcos,-13.6861,-71.6228,1,"La Republica (Peru)",National,"On 22 January 2023, in Urcos (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6229,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Cusco,Wanchaq,Cusco,-13.5226,-71.9673,1,"La Republica (Peru)",National,"On 22 January 2023, in Cusco (Cusco), residents blocked South Sierra Longitudinal highway at the Saylla district as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6230,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Anta,Cachimayo,Cachimayo,-13.4758,-72.0697,1,"La Republica (Peru)",National,"On 22 January 2023, in Cachimayo (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6231,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Anta,Pucyura,Pucyura,-13.4795,-72.1114,1,"La Republica (Peru)",National,"On 22 January 2023, in Pucyura (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6232,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Canchis,"San Pedro","San Pedro",-14.1864,-71.3435,1,"La Republica (Peru)",National,"On 22 January 2023, in San Pedro (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6233,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Canchis,Sicuani,Sicuani,-14.2694,-71.2261,1,"La Republica (Peru)",National,"On 22 January 2023, in Sicuani (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6234,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Cusco,Canchis,Marangani,Marangani,-14.3571,-71.1688,1,"La Republica (Peru)",National,"On 22 January 2023, in Marangani (Cusco), residents blocked South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6235,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Sandia,Quiaca,"San Miguel de Untuca",-14.5432,-69.3835,1,"La Republica (Peru)",National,"On 22 January 2023, in San Miguel de Untuca (Puno), residents blocked Juliaca - Putina - Sandia - Azata - San Miguel highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6236,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Moho,Moho,Moho,-15.36,-69.4987,1,"La Republica (Peru)",National,"On 22 January 2023, in Moho (Puno), residents blocked Huancane - Ninantaya highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6237,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Huancane,Taraco,Taraco,-15.2994,-69.9786,1,"La Republica (Peru)",National,"On 22 January 2023, in Taraco (Puno), residents blocked Juliaca - Putina - Sandia - Azapata highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6238,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Huancane,Huancane,Huancane,-15.2013,-69.7622,1,"La Republica (Peru)",National,"On 22 January 2023, in Huancane (Puno), residents blocked the highway to Ninantaya as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6239,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Azangaro,Asillo,Asillo,-14.7864,-70.3543,1,"La Republica (Peru)",National,"On 22 January 2023, in Asillo (Puno), residents blocked Calapuja - Macusani - Lechemayo highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6240,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Carabaya,Macusani,Macusani,-14.0833,-70.4333,1,"La Republica (Peru)",National,"On 22 January 2023, in Macusani (Puno), residents blocked Calapuja - Macusani - Lechemayo highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6241,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Carabaya,Ayapata,Ayapata,-13.7767,-70.3218,1,"La Republica (Peru)",National,"On 22 January 2023, in Ayapata (Puno), residents blocked Urcos - Mazuco - Inapari highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6242,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,"San Roman",Juliaca,Juliaca,-15.5,-70.1333,1,"La Republica (Peru)",National,"On 22 January 2023, in Juliaca (Puno), residents blocked the highway to Reparticion as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6243,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Lampa,Cabanilla,Cabanilla,-15.6201,-70.3462,1,"La Republica (Peru)",National,"On 22 January 2023, in Cabanilla (Puno), residents blocked the highway to Reparticion as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6244,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,"El Collao","Santa Rosa","Mazo Cruz",-16.7418,-69.7163,1,"La Republica (Peru)",National,"On 22 January 2023, in Mazo Cruz (Puno), residents blocked Moquegua - Torata - Mazo Cruz - Desaguadero highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6245,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,"El Collao",Capazo,Capaso,-17.1838,-69.7445,1,"La Republica (Peru)",National,"On 22 January 2023, in Capaso (Puno), residents blocked Tacna - Tarata - Mazo Cruz highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
PER6246,"22 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Azangaro,Arapa,Pucara,-15.0458,-70.0341,1,"La Republica (Peru)",National,"On 22 January 2023, in Pucara (Puno), residents blocked the South Sierra Longitudinal highway as a demonstration to demand the closure of congress, calling for general elections, and for the resignation of President Dina Boluarte. This was part of nation-wide demonstrations.",0,"crowd size=no report",1675118559
